From	To
P0DMV2	NP_001308200.1
P0DMV2	NP_689795.4
P0DMV2	XP_006724846.1
P0DMV2	XP_006724859.1
P0DMV2	XP_006724862.1
P0DMV2	XP_011529543.1
P0DMV2	XP_011529691.1
Q5JQC4	NP_001073606.1
Q5JQC4	NP_001073607.1
Q5JQC4	NP_001073608.1
Q5JQC4	NP_001073609.1
Q5JQC4	NP_001073610.1
Q5JQC4	NP_001073611.1
Q5JQC4	NP_001073612.1
Q5JQC4	NP_001073613.1
Q5JQC4	NP_001073614.1
Q5JQC4	NP_001073615.1
Q5JQC4	NP_001229851.1
Q5JQC4	NP_775842.2
P0C2W7	NP_001139190.1
Q8WUE5	NP_001026875.1
Q8WUE5	NP_060333.1
P0C5K7	NP_001096128.1
P0C5K7	XP_006720492.1
Q5H943	NP_001017978.1
P78358	NP_001318.1
P78358	NP_640343.1
O75638	NP_066274.2
O75638	NP_758965.2
Q8NEG8	NP_758441.2
A4D2H0	NP_001008747.1
Q86UF2	NP_848656.2
P0CG41	NP_001265436.1
A4FU28	NP_001139131.1
P56545	NP_001077383.1
P56545	NP_001277143.1
P56545	NP_001277144.1
P56545	NP_001307941.1
P56545	NP_001307942.1
P56545	NP_001307943.1
P56545	NP_001320.1
P56545	NP_073713.2
P56545	XP_005269618.1
P56545	XP_005269621.1
P56545	XP_005269624.1
P56545	XP_005269625.1
P56545	XP_005269626.1
P56545	XP_005269628.1
P56545	XP_005269629.1
P56545	XP_006717705.1
P56545	XP_011537651.1
P56545	XP_011537653.1
P56545	XP_011537655.1
P56545	XP_011537656.1
P56545	XP_011537657.1
P56545	XP_016871245.1
P56545	XP_016871246.1
Q8TC97	NP_004379.1
Q8NI51	NP_001255969.1
Q8NI51	NP_001255970.1
Q8NI51	NP_001255971.1
Q8NI51	NP_001255972.1
Q8NI51	NP_001255973.1
Q8NI51	NP_001255974.1
Q8NI51	NP_001255975.1
Q8NI51	NP_001255976.1
Q8NI51	NP_001255977.1
Q8NI51	NP_001255978.1
Q8NI51	NP_001255979.1
Q8NI51	NP_001255980.1
Q8NI51	NP_001255981.1
Q8NI51	NP_001255983.1
Q8NI51	NP_001255984.1
Q8NI51	NP_542185.2
Q9Y5B0	NP_001189433.1
Q9Y5B0	NP_004706.3
Q9Y5B0	NP_430255.2
O14595	NP_005721.3
Q05D32	NP_057480.2
Q05D32	XP_005254498.1
Q05D32	XP_006720628.1
Q16619	NP_001136016.1
Q16619	NP_001321.1
P32929	NP_001177392.1
P32929	NP_001893.2
P32929	NP_714964.2
Q9NSA3	NP_001012329.1
Q9NSA3	NP_064633.1
Q9NSA3	XP_016857342.1
Q9NSA3	XP_016857343.1
Q9NSA3	XP_016857344.1
B4DRK2	NP_001275645.1
A0A0S2Z3K3	NP_004928.2
Q6PD62	NP_055448.1
Q99895	NP_009203.2
P14091	NP_001304260.1
P14091	NP_001901.1
P14091	NP_683865.1
P08311	NP_001902.1
Q5T8F0	XP_011516565.1
Q5T8F0	XP_016869782.1
P43234	NP_001325.1
Q20BG9	NP_219499.1
Q7Z7A3	NP_660275.2
P60606	NP_996664.1
P0C2S0	NP_001139140.1
P0C2S0	XP_005254435.1
P0C2S0	XP_006720567.1
P0C2S0	XP_011519855.1
P0C2S0	XP_016877667.1
Q4LDR2	NP_001041717.1
Q4LDR2	NP_001120857.1
Q9H467	NP_076945.2
A0A0A0MR50	NP_001265443.1
Q93034	NP_003469.2
Q86UP6	NP_071317.2
Q9P013	NP_057487.2
Q9P013	XP_011541170.1
Q9P013	XP_016873405.1
Q9HCG8	NP_065994.1
Q9HCG8	XP_005246783.1
E7EQL2	NP_001273720.1
P78310	NP_001193992.1
P78310	NP_001193993.1
P78310	NP_001193994.1
P78310	NP_001193995.1
P78310	NP_001329.1
P78310	XP_011527781.1
P09341	NP_001502.1
P02778	NP_001556.2
P48061	NP_000600.1
P48061	NP_001029058.1
P48061	NP_001171605.1
P48061	NP_001264919.1
P48061	NP_954637.1
Q53X90	NP_006410.1
Q53X90	XP_006714126.1
Q9H2A7	NP_001094282.1
Q9H2A7	NP_071342.2
Q6UXB2	NP_940879.1
P19875	NP_002080.1
P19876	NP_002081.2
Q6I9S7	NP_002985.1
P10145	NP_000575.1
P25024	NP_000625.1
A0A0U3FJG0	NP_001334988.1
Q2YD84	NP_001707.1
Q2YD84	NP_116743.1
O00574	NP_006555.1
O00574	XP_005264866.1
O00574	XP_011531592.1
O00574	XP_011531593.1
J9JIF5	NP_079488.2
J9JIF5	XP_011530586.1
J9JIF5	XP_016864141.1
Q8TB03	NP_001317384.1
Q8TB03	NP_659407.1
Q8TB03	XP_005272646.2
Q8TB03	XP_016884793.1
A8MYA2	NP_001138611.1
A8MYA2	NP_001138612.1
A0A1B0GTR3	NP_001137536.1
A0A1B0GTR3	NP_001231821.1
P0DPH9	NP_001137536.1
P0DPH9	NP_001231821.1
Q9H5V9	NP_001164040.1
Q9H5V9	NP_001164041.1
Q9H5V9	NP_071384.1
B7ZLS7	NP_001163045.1
Q5JRM2	NP_001013421.1
F5H757	XP_016879751.1
O14569	NP_001278213.1
O14569	NP_008953.1
Q8WUJ1	NP_001241684.1
Q8WUJ1	NP_001241685.1
Q8WUJ1	NP_653212.1
Q8WUJ1	XP_011521951.1
Q8WUJ1	XP_016879669.1
Q8WUJ1	XP_016879670.1
Q8WUJ1	XP_016879671.1
Q9UHQ9	NP_057327.2
Q7L1T6	NP_057314.2
P08574	NP_001907.2
P99999	NP_061820.1
P0DTL6	NP_001123360.1
P0DTL6	NP_001317547.1
P0DTL6	NP_116076.1
P0DTL6	NP_612505.1
P0DTL6	XP_006716623.1
P0DTL6	XP_006716624.1
P0DTL6	XP_011515353.1
Q6PEK4	NP_066941.1
Q6PEJ5	NP_001331.1
P05177	NP_000752.2
Q07973	NP_000773.2
Q07973	NP_001122387.1
Q07973	XP_005260361.1
Q07973	XP_016883180.1
Q07973	XP_016883181.1
Q07973	XP_016883182.1
O43174	NP_000774.2
O43174	NP_476498.1
Q6V0L0	NP_899230.2
Q16696	NP_000757.2
P11509	NP_000753.3
P33260	NP_000763.1
P33260	NP_001122397.1
Q6VVX0	NP_078790.2
Q7Z449	NP_898898.1
A0A087WTD2	NP_001265668.1
Q9Y6A2	NP_006659.1
Q9HBI6	NP_001122404.1
Q9HBI6	NP_067010.3
Q6NT55	NP_775754.2
Q6NT55	XP_011525994.1
Q6NT55	XP_011525995.1
Q6ZWL3	NP_997235.3
Q8N118	NP_001307218.1
Q8N118	NP_001307219.1
Q8N118	NP_828847.1
Q86W10	NP_835235.1
P22680	NP_000771.2
Q05C57	NP_001311041.1
Q05C57	NP_004811.1
Q9UNU6	NP_004382.2
Q9BWK5	NP_001230678.1
Q9BWK5	NP_001230680.1
Q9BWK5	NP_001230681.1
Q9BWK5	NP_001230682.1
Q9BWK5	NP_001230683.1
Q9BWK5	NP_001230684.1
Q9BWK5	NP_001292558.1
Q9BWK5	NP_076938.2
Q9BWK5	XP_016868078.1
Q9BWK5	XP_016868079.1
Q9BWK5	XP_016868080.1
Q9BWK5	XP_016868082.1
Q9BWK5	XP_016868083.1
Q9BWK5	XP_016868084.1
Q717R9	NP_001032237.1
Q9Y271	NP_001269115.1
Q9Y271	NP_001269116.1
Q9Y271	NP_001269117.1
Q9Y271	NP_006630.1
A8MQ03	NP_945352.3
O43739	NP_004218.1
Q9NRR1	NP_061129.1
Q96J86	NP_001307697.1
Q96J86	NP_443186.2
Q9NWV4	NP_001291688.1
Q9NWV4	NP_001291689.1
Q9NWV4	NP_060357.1
A0A0J9YYF7	XP_006715105.1
A0A0J9YYF7	XP_006715106.1
A0A0J9YYF7	XP_006715108.1
A0A0J9YYF7	XP_006715109.1
P98082	NP_001231800.1
P98082	NP_001334.2
A0A994J5V6	XP_011533244.1
B7Z673	XP_006720230.1
Q5SW24	NP_001273279.1
Q5SW24	NP_001273280.1
Q5SW24	NP_999627.2
Q96B18	NP_001287975.1
Q96B18	NP_659493.2
Q96B18	XP_011524801.1
Q96B18	XP_011524802.1
P61803	NP_001335.1
Q14118	NP_001159400.2
Q14118	NP_001171105.1
Q14118	NP_001171106.1
Q14118	NP_001171107.1
Q14118	NP_001171108.1
Q14118	NP_001171109.1
Q14118	NP_001171110.1
Q14118	NP_001171111.1
Q14118	NP_001171112.1
Q14118	NP_001171113.1
Q14118	NP_001171114.1
Q14118	NP_001171115.1
Q14118	NP_004384.4
Q8N907	NP_689867.1
A2T115	NP_001155284.1
Q9UIK4	NP_055141.2
Q9UIK4	XP_011519718.1
J3KNB3	NP_001293080.1
Q13117	NP_001005785.1
Q13117	NP_001005786.2
Q13117	NP_065096.2
Q15038	NP_001129736.1
Q15038	NP_001129738.1
Q15038	NP_001129739.1
Q15038	NP_001129740.1
Q15038	NP_001129741.1
Q15038	NP_055579.1
P09172	NP_000778.3
Q9H9R9	NP_001036075.1
Q9H9R9	NP_001275637.1
Q9H9R9	NP_001275638.1
Q9H9R9	NP_076948.2
Q9BQY9	NP_001041686.1
Q9BQY9	NP_001041687.1
Q9BQY9	NP_001041688.1
Q9BQY9	NP_001041689.1
Q9BQY9	NP_001041690.2
Q9BQY9	NP_001184068.1
Q9BQY9	NP_001184069.1
Q9BQY9	NP_060948.3
Q10586	NP_001343.2
A6NMT0	NP_001025036.2
Q6ZNG2	NP_001004329.2
Q9Y4B6	NP_001165375.1
Q9Y4B6	NP_055518.1
Q9Y4B6	XP_005276810.1
Q9Y4B6	XP_005276812.1
Q9Y4B6	XP_011532575.1
Q9Y4B6	XP_011532576.1
Q9Y4B6	XP_011532577.1
Q9Y4B6	XP_011532578.1
Q9Y4B6	XP_011532579.1
Q9Y4B6	XP_016863035.1
Q9Y4B6	XP_016863036.1
Q9Y4B6	XP_016863037.1
Q9Y4B6	XP_016863038.1
Q9Y4B6	XP_016863039.1
Q5QP82	NP_001273739.1
Q5QP82	NP_077321.3
Q5QP82	XP_005251634.1
Q5T6F0	NP_056212.1
Q5T6F0	XP_011516145.1
Q5VU92	NP_848565.2
Q5VW00	NP_001013650.1
Q9NXF7	NP_001332809.1
Q9NXF7	NP_001332810.1
Q9NXF7	NP_001332811.1
Q9NXF7	NP_001332813.1
Q9NXF7	NP_001332814.1
Q9NXF7	NP_060211.3
Q9NXF7	XP_016863816.1
Q9NXF7	XP_016863817.1
Q5H9S7	NP_079276.2
Q3SXM0	NP_001025126.2
Q8NA75	NP_689631.1
A6NGE4	NP_001017930.1
P0C7V8	NP_001130005.1
Q8TF63	NP_570900.1
Q8N8Z6	NP_775945.1
P81605	NP_001287783.1
P81605	NP_444513.1
Q9UHG0	NP_001182539.1
Q9UHG0	NP_057440.2
A2VCK2	NP_001092904.1
A8MYV0	NP_001274373.1
Q6V1P9	NP_001136024.1
Q6V1P9	NP_060109.2
Q6V1P9	XP_011530347.1
Q5VZY9	XP_016876337.1
Q9C098	NP_208382.1
Q9C098	XP_011532469.1
Q6PJP8	NP_001258745.1
Q6PJP8	NP_055696.3
Q6PJP8	XP_006718153.1
Q6PJP8	XP_011538731.1
P07585	NP_001911.1
P07585	NP_598010.1
P07585	NP_598011.1
P07585	NP_598012.1
P07585	NP_598013.1
P07585	NP_598014.1
P07585	XP_005268750.1
P07585	XP_006719333.1
P07585	XP_016874406.1
B4DVJ6	NP_001306221.1
Q96C86	NP_054745.1
Q9H295	NP_001244246.1
Q9H295	NP_110415.1
Q9H295	XP_011515623.1
Q9H295	XP_011515626.1
Q9H295	XP_016869367.1
Q9H295	XP_016869369.1
Q8IWE4	NP_775746.1
Q92564	NP_001035492.1
Q92564	NP_001274684.1
Q92564	NP_001274686.1
Q92564	NP_055930.2
A8K340	NP_001182482.1
A8K340	XP_016884801.1
A0A384NY14	NP_057370.1
Q9BW61	NP_076955.1
B2R644	NP_036269.1
Q8NEL9	NP_001153619.1
Q8NEL9	NP_001153620.1
Q8NEL9	NP_085140.2
Q8WTU0	NP_001001711.1
Q5TDH0	NP_115717.3
Q8IXT1	NP_659455.3
Q8IXT1	XP_011543137.1
Q8IXT1	XP_011543138.1
O94850	NP_055901.2
P30046	NP_001077861.1
P30046	NP_001346.1
A6NHG4	NP_001077862.1
Q92499	NP_004930.1
Q13206	NP_004389.2
H3BQK0	XP_011521136.1
Q96GQ7	NP_060365.7
Q9NUL7	NP_060850.2
Q9H8H2	NP_001309269.1
Q9H8H2	NP_001309273.1
Q9H8H2	NP_073616.6
Q9H8H2	NP_619526.1
Q9NXZ2	NP_061135.2
A0A0C4DG89	NP_001287789.1
Q9H0S4	NP_057439.2
Q9H0S4	NP_957518.1
Q9BQ39	NP_076950.1
Q9BQ39	XP_016872115.1
Q86TM3	NP_874358.2
P26196	NP_001244120.1
P26196	NP_004388.2
P26196	XP_005271474.1
Q9NUI1	NP_065715.1
Q8WXF8	NP_001257543.1
Q8WXF8	NP_001257544.1
Q8WXF8	NP_579874.1
P59665	NP_001035965.1
P59665	NP_004075.1
Q6EZE9	NP_005208.1
P12838	NP_001916.1
Q01523	NP_066290.1
Q01524	NP_001917.1
P60022	NP_005209.1
P81534	NP_001075020.1
P81534	NP_061131.1
P81534	XP_016885681.1
Q8WTQ1	NP_001035792.1
Q8WTQ1	NP_525128.2
Q8WTQ1	XP_016885975.1
Q8NG35	NP_001035793.1
Q8NG35	NP_689463.1
B2RU30	NP_001035793.1
Q8N104	NP_001035794.1
Q8N104	NP_689464.1
Q8IZN7	NP_001032757.2
Q8IZN7	NP_001035795.1
Q8NET1	NP_001002035.1
Q30KQ9	NP_001032586.1
Q30KQ9	NP_001032817.1
Q30KQ7	NP_001032818.1
Q30KQ6	NP_001032588.1
Q30KQ5	NP_001032819.1
Q30KQ4	NP_001032820.1
Q96PH6	NP_473453.1
Q8N690	NP_001258138.1
Q8N690	NP_695021.2
Q8N690	NP_697018.1
Q5J5C9	NP_001011878.1
Q8N688	NP_697019.1
Q8NES8	NP_001032589.1
Q8N687	NP_697020.2
Q9BYW3	NP_112193.1
Q9H1M4	NP_620713.1
Q7Z7B8	NP_001032821.1
A0A384MEC8	NP_543021.1
P0DP74	NP_001032893.1
P0DP74	NP_001182186.1
P0DP73	NP_001032893.1
P0DP73	NP_001182186.1
P59861	NP_001035538.2
A0A096LNP1	NP_001229782.1
Q7Z7B7	NP_997352.1
Q30KQ1	NP_001159950.1
Q4QY38	NP_001289624.1
Q4QY38	XP_016869213.1
Q4QY38	XP_016885980.1
Q4QY38	XP_016885981.1
Q4QY38	XP_016885982.1
Q30KP9	NP_001028189.2
Q30KP9	XP_016885979.1
Q30KP8	NP_001028190.2
Q30KP8	XP_016885978.1
O15263	NP_001192195.1
O15263	NP_004933.1
Q6QHC5	NP_996801.2
Q9P2X7	NP_059114.1
A0A3B3IRE4	XP_006717912.1
A0A3B3IRE4	XP_006717913.1
A0A3B3IRE4	XP_006717914.1
A0A3B3IRE4	XP_006717915.1
A0A3B3IRE4	XP_016871754.1
A0A3B3IRE4	XP_016871755.1
A0A3B3IRE4	XP_016871756.1
Q68D51	NP_001243333.1
Q68D51	NP_940861.3
Q9H6A0	NP_001258762.1
Q9H6A0	NP_079177.2
Q5VZ89	NP_001317569.1
Q5VZ89	NP_060395.5
O43583	NP_003668.2
Q8N2C3	NP_001306239.1
Q8N2C3	NP_689530.1
Q96QD5	NP_001070710.1
Q96QD5	NP_631899.2
Q9NTK1	NP_008952.1
Q8TB45	NP_001269941.1
Q8TB45	NP_073620.2
E5RGY0	NP_001317530.1
E5RGY0	XP_006716720.1
P0CG12	XP_011521469.1
P0CG12	XP_011521470.1
Q6ICB0	NP_056519.1
Q9BSY9	NP_001284675.1
Q9BSY9	NP_057160.2
O95424	NP_054734.2
O95424	XP_016878660.1
O00273	NP_004392.1
O00273	NP_998731.1
Q96P72	NP_001307065.1
Q6ZPD8	NP_940914.1
Q14129	NP_005666.2
Q14129	XP_006724997.1
A1L4Q0	NP_003638.1
A0A087WV00	NP_001308637.1
P52824	NP_001338.2
E5KSL5	NP_550438.1
B0YJ76	NP_000782.1
Q6UX07	NP_653284.2
O75911	NP_004744.2
Q6IAN0	NP_001317088.1
Q6IAN0	NP_056325.2
Q6IAN0	XP_016879915.1
Q9BPW9	NP_001135742.1
Q9BPW9	NP_001135743.1
Q9BPW9	NP_001276692.1
Q9BPW9	NP_954674.1
Q9BPW9	XP_011508777.1
Q96HY7	NP_061176.3
O43143	NP_001349.2
Q5SQH5	XP_011513242.1
Q8IY37	NP_116045.2
Q8IX18	NP_001159773.1
Q8IX18	NP_078888.4
Q86YB2	NP_004932.1
A0A0S2Z5P6	NP_001265271.1
Q9NSV4	NP_001035982.1
Q9NSV4	NP_001245295.1
Q9NSV4	NP_001245296.1
Q9NSV4	NP_001245297.1
Q9NSV4	NP_001245298.1
Q9NSV4	NP_001245299.1
Q9NSV4	NP_112194.2
Q9BTC0	NP_001180298.1
Q9BTC0	NP_001180299.1
Q9BTC0	NP_071388.2
Q9BTC0	NP_149072.2
Q9BTC0	NP_542986.1
Q9BTC0	NP_542987.2
Q9BTC0	XP_011526811.1
A0A0C4DGB1	NP_001335005.1
P55073	NP_001353.4
Q14689	NP_001139587.1
Q14689	NP_001139588.1
Q14689	NP_055966.2
Q14689	NP_996772.1
Q14689	NP_996773.1
Q14689	NP_996774.1
Q14689	XP_016883784.1
Q14689	XP_016883785.1
Q9P265	NP_775873.2
Q9Y2E4	NP_055789.1
A0A087WZ97	NP_001239200.1
Q5VUD6	NP_689634.2
Q5VUD6	XP_016869762.1
Q0P6D2	NP_001037834.2
E7ET39	XP_016861358.1
Q9H7Y0	NP_078965.2
Q9H7Y0	NP_789789.2
O95661	NP_004666.1
O95661	XP_016858262.1
Q96F81	NP_116279.2
Q96F81	XP_005273392.1
Q96F81	XP_006711655.1
Q96F81	XP_011508374.1
Q96F81	XP_011508375.1
Q96F81	XP_011508376.1
Q96F81	XP_011508377.1
Q96F81	XP_011508379.1
Q96F81	XP_016858100.1
A7MBM2	NP_277045.1
A7MBM2	XP_011520427.1
A7MBM2	XP_016878176.1
Q9P2K9	NP_065831.1
Q9P2K9	XP_011540130.1
Q155Q3	NP_001033043.1
Q155Q3	NP_001265471.1
Q155Q3	NP_219493.1
O94907	NP_036374.1
F6SYF8	NP_001317149.1
F6SYF8	XP_016873043.1
F6SYF8	XP_016873044.1
Q9UBT3	NP_055235.1
Q9UBT3	XP_011542790.1
Q9UBT3	XP_016868805.1
Q9UK85	NP_001184230.1
Q9UK85	NP_001184231.1
Q9UK85	NP_055234.1
E9PEX6	NP_001276680.1
Q6UYE1	NP_001293064.1
Q6UYE1	NP_945340.2
Q8TDM6	NP_004738.3
Q8TDM6	XP_006718119.1
Q8TDM6	XP_011538647.1
Q8TDM6	XP_016872403.1
A0A0A0MTP4	NP_001229692.1
Q6UY11	NP_001273584.1
Q6UY11	NP_001273585.1
Q6UY11	NP_076421.2
Q6UY11	NP_996262.1
O00548	NP_005609.3
Q9NYJ7	NP_058637.1
Q9NYJ7	NP_982353.1
Q07687	NP_004396.1
O60479	NP_005211.1
Q92988	NP_001925.2
Q92988	NP_612138.1
Q92988	XP_016879780.1
P56178	NP_005212.1
P56179	NP_005213.3
Q96GE9	NP_001304987.1
Q96GE9	NP_001304988.1
Q96GE9	NP_219500.1
Q9NW81	NP_001161339.1
Q9NW81	NP_001161340.1
Q9NW81	NP_001161341.1
Q9NW81	NP_001161342.1
Q9NW81	NP_001161343.1
Q9NW81	NP_001307767.1
Q9NW81	NP_001307769.1
Q9NW81	NP_001307770.1
Q9NW81	NP_060505.2
Q99766	NP_001003803.1
Q99766	NP_001003805.1
Q99766	XP_005267594.1
Q99766	XP_011534955.1
Q99766	XP_016876709.1
Q8NFW5	NP_671725.1
Q8NFW5	NP_757379.1
Q8NFW5	XP_011538970.1
Q8NFW5	XP_016855778.1
Q8IV36	NP_085133.1
Q8IV36	XP_005257283.1
Q13316	NP_001073380.1
Q13316	NP_004398.1
Q9Y5R6	NP_068770.2
Q9Y5R5	NP_001124337.1
Q9Y5R5	NP_006548.1
Q9Y5R5	NP_870987.2
Q9Y5R5	XP_011515989.1
Q9Y5R5	XP_011515992.1
Q9Y5R5	XP_011515996.1
Q9Y5R5	XP_016869702.1
Q9Y5R5	XP_016869703.1
Q9Y5R5	XP_016869704.1
Q9Y5R5	XP_016869705.1
Q9NQL9	NP_067063.1
Q5VZB9	NP_071443.2
Q96MA1	NP_149056.1
Q9Y222	NP_001135798.1
Q9Y222	NP_001135799.1
Q9Y222	NP_066968.3
Q9Y222	XP_011515037.1
Q9Y222	XP_011515039.1
Q9Y222	XP_016868354.1
Q09019	NP_004934.1
H0YLM8	XP_005254312.1
Q9NVR5	NP_001077377.1
Q9NVR5	NP_060609.2
Q8IYS4	NP_631909.2
Q8IYS4	XP_016878465.1
Q5TEA3	NP_001009984.1
E9PG32	XP_011531768.1
Q9P225	NP_001290199.1
Q9P225	NP_065928.2
Q9P225	XP_011521969.1
Q8TE73	NP_001360.1
Q9C0G6	NP_001361.1
Q9C0G6	XP_006712019.1
Q9C0G6	XP_011530951.1
Q9C0G6	XP_011530952.1
Q8WXX0	NP_061720.2
Q8WXX0	XP_011509789.1
Q8IU65	NP_001193856.1
Q9NYC9	NP_001363.2
Q9NYC9	NP_004653.2
Q9UI46	NP_001268357.1
Q9UI46	NP_036276.1
Q5VTH9	NP_079039.4
Q5VTH9	NP_996897.2
P31689	NP_001530.1
O60884	NP_005871.1
P59910	NP_705842.2
Q8WWF6	NP_001001394.1
A0A0J9YX62	XP_005249572.1
A0A0J9YX62	XP_005249573.1
A0A0J9YX62	XP_011514006.1
Q7Z6W7	NP_660157.1
Q8NHS0	NP_699161.1
Q8NHS0	XP_006713582.1
Q9UBS3	NP_036460.1
Q96KC8	NP_071760.2
Q9UKB3	NP_068572.1
Q9UKB3	NP_957714.1
Q6Y2X3	NP_115740.5
Q9Y5T4	NP_037370.2
Q9H819	NP_689899.1
Q8N4W6	NP_001291873.1
Q8N4W6	NP_079178.2
A0A024R161	NP_004116.2
Q9NZQ0	NP_001185488.1
Q9NZQ0	NP_057628.1
Q9NX36	NP_001035282.1
Q9NX36	NP_001307675.1
Q9NX36	NP_060303.2
Q96LL9	NP_115693.2
Q6PIN0	NP_001294909.1
Q9H3Z4	NP_079495.1
Q9H3Z4	XP_011527350.1
Q9H3Z4	XP_011527351.1
A0A024R7Z1	NP_149096.2
A0A024R7Z1	XP_011515920.1
O75937	NP_055095.2
Q8WXX5	NP_056005.1
Q4LDG9	NP_001188295.1
Q4LDG9	NP_113615.2
Q4LDG9	XP_016877168.1
O96015	NP_005731.1
A0A499FIY3	NP_003453.2
Q8WZ79	NP_067056.2
Q8WZ79	NP_490649.1
Q8WZ79	XP_011540180.1
Q8IYX4	NP_919225.1
Q8NFT8	NP_620711.3
Q5SXM8	NP_001074318.1
P50570	NP_001005360.1
P50570	NP_001005361.1
P50570	NP_001005362.1
P50570	NP_001177645.1
P50570	NP_004936.2
Q6XZF7	NP_001305255.1
Q6XZF7	NP_001305256.1
Q6XZF7	NP_056036.1
Q6XZF7	XP_011537861.1
O43598	NP_006434.1
O43598	NP_954653.1
Q5QJE6	NP_055412.2
Q14183	NP_001268991.1
Q14183	NP_001268992.1
Q14183	NP_001268997.1
Q14183	NP_003577.2
Q14183	XP_011544277.1
Q14183	XP_016879265.1
Q14183	XP_016879266.1
Q14184	NP_003576.2
Q14185	NP_001371.1
Q8IZD9	NP_004938.1
E2J6M6	NP_001180465.1
A0A804HIE8	XP_016876005.1
Q9BU89	NP_001138637.1
Q9BU89	NP_112594.1
Q14CB2	NP_001305798.1
Q9P104	NP_060901.2
Q9P104	NP_808874.1
Q9P104	XP_011527206.1
Q6PKX4	NP_689934.2
A0A1W2PRA3	NP_001243825.1
Q9UPQ8	NP_055723.1
Q86YN1	NP_001129389.1
Q86YN1	NP_065171.2
Q5JWR5	NP_055833.2
Q5JWR5	XP_016866052.1
Q5JWR5	XP_016866053.1
Q9Y3R5	NP_001307643.1
Q9Y3R5	NP_005119.2
A0A0U1RQF7	NP_001269371.1
A0A5F9ZHB4	NP_071752.3
Q92784	NP_001267471.1
Q92784	NP_001267472.1
Q92784	NP_001267473.1
Q92784	NP_036206.3
Q92784	XP_016877159.1
Q92784	XP_016877160.1
B3KRB8	NP_001306094.1
B3KRB8	NP_001306095.1
B3KRB8	NP_001306096.1
B3KRB8	NP_001306097.1
B3KRB8	NP_001306098.1
B3KRB8	NP_001306099.1
B3KRB8	NP_001306100.1
Q96FX2	NP_001040899.1
Q96FX2	NP_996662.1
Q9H4G8	NP_542788.1
Q9H2P9	NP_001070862.1
Q9H2P9	NP_001070863.1
Q9H2P9	NP_057042.2
Q9H2P9	XP_016856949.1
Q9BTV6	NP_620133.1
Q9P2X0	NP_061846.2
Q9P2X0	NP_714963.1
Q9P2X0	XP_016856987.1
Q8N608	NP_001004360.2
Q8N608	NP_001171505.1
Q8N608	NP_001308835.1
Q8N608	NP_001308840.1
Q8N608	NP_001308841.1
Q8N608	NP_001308842.1
Q8N608	NP_001308843.1
Q8N608	NP_065919.2
A0A7I2V2X8	XP_005246428.1
Q7Z7J5	NP_620170.3
Q7Z7J5	XP_011510746.1
Q7Z7J5	XP_011510747.1
Q6W0C5	NP_954980.1
Q7L190	NP_060659.3
A6NC42	NP_001020461.1
A6NFQ7	NP_001012746.1
A6NFQ7	XP_011525313.1
A6NFQ7	XP_011525314.1
Q07507	NP_001928.2
Q2PZI1	NP_056098.1
Q9C005	NP_001308138.1
Q9C005	NP_115963.1
Q12882	NP_000101.2
Q12882	NP_001153773.1
Q14117	NP_001376.1
O14531	NP_006417.2
Q9BPU6	NP_001240652.1
Q9BPU6	NP_001240653.1
Q9BPU6	NP_064519.2
Q6UX65	NP_848549.3
Q6UX65	XP_005270526.1
Q6UX65	XP_005270527.1
Q6UX65	XP_011539009.1
Q6UX65	XP_011539010.1
Q14919	NP_006433.2
Q8NBI3	NP_940947.3
Q8IY82	NP_001276091.1
Q8IY82	NP_001276092.1
Q8IY82	NP_115645.4
Q8IY82	XP_011521680.1
P21918	NP_000789.1
A6NNA5	NP_001263380.1
Q6PGQ1	NP_057533.2
Q9NRR4	NP_001093882.1
Q9NRR4	NP_037367.3
Q9NRR4	XP_005248348.1
Q9NRR4	XP_005248351.1
Q13474	NP_001164655.1
Q13474	NP_001930.2
P53805	NP_001272318.1
P53805	NP_001272320.2
P53805	NP_001272321.1
P53805	NP_001272322.1
P53805	NP_004405.3
P53805	NP_981962.1
P53805	NP_981963.1
A0A3B3ISU0	XP_005258263.1
Q02487	NP_004940.1
Q02487	NP_077740.1
Q9BVC3	NP_076999.2
P56555	NP_005858.1
Q9UL01	NP_001074445.1
Q9UL01	NP_001309866.1
Q9UL01	NP_001309867.1
Q9UL01	NP_001309868.1
Q9UL01	NP_001309869.1
Q9UL01	NP_001309870.1
Q9UL01	NP_001309872.1
Q9UL01	NP_001309873.1
Q9UL01	NP_037484.1
Q9UL01	XP_016866285.1
Q8IZU8	NP_115536.1
P32926	NP_001935.2
Q86SJ6	NP_001127925.1
Q86SJ6	NP_817123.1
Q9H410	NP_001138787.1
Q9H410	NP_001138788.1
Q9H410	NP_001138789.1
Q9H410	NP_001138790.1
Q9H410	NP_079194.3
Q9H410	XP_006723939.1
P60981	NP_001011546.1
P60981	NP_006861.1
P60981	XP_011527444.1
P60981	XP_011527445.1
P60981	XP_011527446.1
Q6XUX3	NP_056190.1
Q6XUX3	NP_955749.1
Q9NZJ0	NP_001273158.1
Q9NZJ0	NP_057532.3
A0A087WYP9	NP_001258598.1
Q86Y01	NP_004407.2
Q86Y01	XP_011536311.1
Q8TDB6	NP_612144.1
Q9Y2E6	NP_001287656.1
Q9Y2E6	NP_055992.1
Q9Y2E6	XP_006718546.1
P23919	NP_001158503.1
